Date,Transaction_ID,Student_ID,Amount,Method,Type
2023-03-29,TXN_0088,STD_088,1549.3126664489528,Credit Card,Tuition Fee
2023-03-08,TXN_0067,STD_067,1489.19848176295,Credit Card,Tuition Fee
2023-03-13,TXN_0072,STD_072,1730.7054849698955,Bank Transfer,Tuition Fee
2023-02-15,TXN_0046,STD_046,1392.0233687407938,Bank Transfer,Tuition Fee
2023-01-31,TXN_0031,STD_031,1409.7440081655905,Bank Transfer,Tuition Fee
2023-03-01,TXN_0060,STD_060,1646.3317690683539,Bank Transfer,Tuition Fee
2023-01-13,TXN_0013,STD_013,1536.294340734905,Bank Transfer,Bus Fee
2023-04-10,TXN_0100,STD_100,1464.811929993728,Bank Transfer,Tuition Fee
2023-02-13,TXN_0044,STD_044,1454.8344456616067,Bank Transfer,Bus Fee
2023-04-05,TXN_0095,STD_095,1441.1837770301763,Bank Transfer,Bus Fee
2023-03-21,TXN_0080,STD_080,1201.864662809866,Bank Transfer,Tuition Fee
2023-02-09,TXN_0040,STD_040,1529.5291853803685,Bank Transfer,Tuition Fee
2023-03-06,TXN_0065,STD_065,1621.8788733591298,Bank Transfer,Tuition Fee
2023-03-18,TXN_0077,STD_077,1513.0570602357257,Bank Transfer,Tuition Fee
2023-01-03,TXN_0003,STD_003,1597.1532807151038,Bank Transfer,Tuition Fee
2023-04-08,TXN_0098,STD_098,1539.1582908269834,Bank Transfer,Tuition Fee
2023-02-06,TXN_0037,STD_037,1531.3295392507134,Bank Transfer,Tuition Fee
2023-02-12,TXN_0043,STD_043,1482.6527576417639,Bank Transfer,Bus Fee
2023-08-11,TXN_9004,STD_666,45000.0,Cash,Donation
2023-03-02,TXN_0061,STD_061,1428.1238643232066,Bank Transfer,Tuition Fee
2023-03-07,TXN_0066,STD_066,1703.4360042856233,Bank Transfer,Tuition Fee
2023-06-20,TXN_9002,STD_888,-5000.0,Bank Transfer,Refund
2023-02-04,TXN_0035,STD_035,1623.3817368154782,Bank Transfer,Bus Fee
2023-02-19,TXN_0050,STD_050,1235.54397669559,Bank Transfer,Tuition Fee
2023-01-12,TXN_0012,STD_012,1430.1405369644615,Bank Transfer,Bus Fee
2023-03-14,TXN_0073,STD_073,1494.6260941335072,Bank Transfer,Tuition Fee
2023-02-01,TXN_0032,STD_032,1777.8417276763407,Bank Transfer,Bus Fee
2023-01-02,TXN_0002,STD_002,1479.2603548243223,Bank Transfer,Tuition Fee
2023-01-24,TXN_0024,STD_024,1286.2877720679815,Bank Transfer,Tuition Fee
2023-04-01,TXN_0091,STD_091,1514.561632402206,Bank Transfer,Tuition Fee
2023-01-04,TXN_0004,STD_004,1728.4544784612037,Bank Transfer,Tuition Fee
2023-03-24,TXN_0083,STD_083,1721.6841067112273,Bank Transfer,Tuition Fee
2023-01-01,TXN_0001,STD_001,1574.507122951685,Bank Transfer,Tuition Fee
2023-02-27,TXN_0058,STD_058,1453.6181436223178,Bank Transfer,Tuition Fee
2023-01-19,TXN_0019,STD_019,1363.7963886718185,Bank Transfer,Bus Fee
2023-03-25,TXN_0084,STD_084,1422.259467258953,Bank Transfer,Bus Fee
2023-02-21,TXN_0052,STD_052,1442.2376579375525,Bank Transfer,Tuition Fee
2023-02-03,TXN_0034,STD_034,1341.343360656615,Bank Transfer,Tuition Fee
2023-04-03,TXN_0093,STD_093,1394.692035918397,Bank Transfer,Tuition Fee
2023-01-10,TXN_0010,STD_010,1581.3840065378947,Credit Card,Tuition Fee
2023-01-23,TXN_0023,STD_023,1510.1292307031886,Bank Transfer,Bus Fee
2023-02-02,TXN_0033,STD_033,1497.9754162893098,Bank Transfer,Tuition Fee
2023-02-08,TXN_0039,STD_039,1300.7720926652355,Bank Transfer,Tuition Fee
2023-03-26,TXN_0085,STD_085,1378.7259595660219,Credit Card,Bus Fee
2023-02-17,TXN_0048,STD_048,1658.5683339328373,Bank Transfer,Tuition Fee
2023-03-31,TXN_0090,STD_090,1576.9901149670034,Credit Card,Tuition Fee
2023-09-05,TXN_9005,STD_555,-2500.0,Crypto,Tuition Fee
2023-03-17,TXN_0076,STD_076,1623.2853756562836,Bank Transfer,Bus Fee
2023-04-07,TXN_0097,STD_097,1544.4180415596863,Credit Card,Tuition Fee
2023-03-03,TXN_0062,STD_062,1472.1511535004274,Credit Card,Tuition Fee
2023-04-04,TXN_0094,STD_094,1450.8506780103348,Bank Transfer,Tuition Fee
2023-02-16,TXN_0047,STD_047,1430.904184356032,Bank Transfer,Tuition Fee
2023-03-10,TXN_0069,STD_069,1554.2454037571451,Credit Card,Tuition Fee
2023-04-02,TXN_0092,STD_092,1645.2967485799334,Bank Transfer,Tuition Fee
2023-03-19,TXN_0078,STD_078,1455.1488974301199,Bank Transfer,Tuition Fee
2023-01-29,TXN_0029,STD_029,1409.9041965121792,Bank Transfer,Tuition Fee
2023-02-26,TXN_0057,STD_057,1374.1173715166042,Credit Card,Tuition Fee
2023-03-27,TXN_0086,STD_086,1424.7364434623196,Bank Transfer,Tuition Fee
2023-05-15,TXN_9001,STD_999,18500.0,Cash,Tuition Fee
2023-02-20,TXN_0051,STD_051,1548.6125954092192,Bank Transfer,Bus Fee
2023-01-16,TXN_0016,STD_016,1415.6568706138542,Bank Transfer,Bus Fee
